DATI MISURA

Inizio misura: 29/11/2021 17:57:10
Tempo di acquisizione (sec): 246667.2
Eventi acquisiti: 21122

TDC QDC1 QDC2
4.6837779990284335e-06 -2.9604159999999996e-09 -2.9333330000000004e-09
7.810009489780813e-06 -6.237501e-09 -4.09375e-09
8.95270221494837e-06 -3.05e-09 -2.96875e-09
9.275421595717698e-06 -2.9270830000000003e-09 -2.9354159999999997e-09
4.1438784417122804e-07 -2.9270830000000003e-09 -2.9416659999999994e-09
3.588509362477516e-06 -3.515625e-09 -3.36875e-09
7.471572399593979e-06 -2.94375e-09 -2.91875e-09
9.443246562759627e-06 -2.98125e-09 -2.93125e-09
5.80556264824596e-07 -3e-09 -3.0249999999999998e-09
4.190986253043759e-06 -2.96875e-09 -2.9416659999999994e-09
2.5498025748220878e-06 -2.9604159999999996e-09 -2.9291659999999997e-09
7.638779068530029e-06 -2.9562500000000004e-09 -2.93125e-09
9.113516246632578e-06 -2.94375e-09 -2.9333330000000004e-09
1.1456739490717866e-06 -7.381251999999999e-09 -3.6291669999999997e-09
9.7703329800022e-06 -2.9354159999999997e-09 -2.9416659999999994e-09
1.0629027454833957e-06 -4.602084e-09 -4.5875e-09
4.681989690018325e-06 -2.9416659999999994e-09 -2.9270830000000003e-09
5.87036314965901e-07 -4.495833999999999e-09 -3.433333e-09
2.2099837113606144e-06 -3.4541669999999997e-09 -3.536458e-09
2.2452292674388318e-06 -5.318751e-09 -3.31875e-09
1.0279170254921378e-06 -3.5375000000000002e-09 -3.41875e-09
7.146346991877543e-06 -2.9604159999999996e-09 -2.9145830000000002e-09
3.1952653419668107e-06 -3.802083e-09 -4.808334e-09
1.0425956880272363e-05 -2.9625e-09 -2.9270830000000003e-09
7.636634574081402e-06 -2.9354159999999997e-09 -2.9333330000000004e-09
2.507849093003274e-07 -2.9333330000000004e-09 -2.9270830000000003e-09
3.6999445884022114e-06 -3.0510409999999997e-09 -2.9333330000000004e-09
1.0697349897849163e-06 -2.9749999999999998e-09 -2.939583e-09
2.5354119649048446e-07 -2.9854159999999998e-09 -2.9604159999999996e-09
2.384696510305103e-06 -4.29375e-09 -3.4749999999999997e-09
8.126868626897738e-06 -2.9604159999999996e-09 -2.9510409999999997e-09
2.1503631610667384e-06 -4.027083e-09 -3.375e-09
6.58125314110535e-07 -3.558333e-09 -5.620834e-09
2.876403909117488e-06 -2.94375e-09 -2.9354159999999997e-09
5.667259080289562e-06 -2.9604159999999996e-09 -2.947916e-09
7.309291984823564e-06 -2.94375e-09 -2.922916e-09
7.47100438283192e-06 -2.9270830000000003e-09 -2.9270830000000003e-09
1.0425171778269412e-05 -2.9354159999999997e-09 -2.9354159999999997e-09
1.0726112418117112e-06 -3.01875e-09 -2.9291659999999997e-09
5.666703520992376e-06 -2.9604159999999996e-09 -2.9604159999999996e-09
5.011473329196261e-06 -2.944791e-09 -2.9291659999999997e-09
5.831406018853566e-06 -2.9625e-09 -2.9333330000000004e-09
