TDC QDC1 QDC2
9119.245518646478 -2.9416659999999992 -2.933333
11821.992612469847 -2.958333 -2.9916659999999995
1363.985591373404 -6.58021 -3.5375
3335.0331706651127 -2.9562500000000003 -2.9749999999999996
12031.423997365573 -2.954166 -2.939583
2772.48918273914 -2.958333 -2.9499999999999997
2764.2081113623667 -2.945833 -2.9520830000000005
6429.279163473958 -2.9312500000000004 -2.9291659999999995
6035.98102836674 -2.9875000000000003 -2.945833
2226.3134752889523 -4.5843750000000005 -4.958334
9314.616098408489 -2.954166 -2.9666659999999996
2765.136869079045 -2.9749999999999996 -2.9749999999999996
6990.624230905827 -2.933333 -2.9270830000000005
10864.924731674502 -3.0187500000000003 -2.945833
1042.8991025879418 -2.9270830000000005 -2.925
5269.489297391016 -2.980208 -2.967708
8178.683398524742 -3.027083 -2.9354159999999996
6025.0542169739065 -2.977083 -2.9354159999999996
1797.1405756978859 -2.9375000000000004 -2.925
7033.5972320086785 -6.095834 -3.4499999999999997
8161.748935489024 -2.9572909999999997 -2.9312500000000004
3364.193019262123 -4.994792 -4.604167
10857.507052645955 -2.9520830000000005 -2.9291659999999995
965.7436449715327 -4.070833 -3.94375
12119.046857979209 -3.3958330000000005 -3.28125
10680.249736353442 -2.9479159999999998 -2.945833
5267.22270860149 -2.96875 -2.9354159999999996
6426.404183213761 -2.933333 -2.939583
1617.5812225880234 -2.9520830000000005 -2.9625
12207.392525467294 -2.9625 -2.96875
563.8042742967812 -3.8197920000000005 -3.5208329999999997
845.4711041536209 -2.9291659999999995 -2.9416659999999992
7006.90483231535 -2.9520830000000005 -2.94375
7590.93762727486 -2.9812499999999997 -2.922916
4112.2588348853305 -2.970833 -2.9749999999999996
4319.43129580295 -2.967708 -2.954166
3716.4930640890943 -2.9666659999999996 -2.9270830000000005
11043.13757238844 -2.9562500000000003 -2.9270830000000005
3728.794295721476 -2.9375000000000004 -2.9375000000000004
12008.415371880421 -2.9510409999999996 -2.945833
447.41234519507526 -2.9291659999999995 -2.9291659999999995
10401.923348111457 -6.5104180000000005 -5.006251
10851.361411220407 -2.91875 -2.9145830000000004
6422.515605538634 -2.9520830000000005 -2.9145830000000004
5470.132190868214 -2.933333 -2.9270830000000005
12217.769732232377 -2.933333 -2.9270830000000005
10871.478445983692 -2.933333 -2.9354159999999996
5643.443373722988 -2.989583 -2.9375000000000004
11445.208674510524 -2.990625 -2.9666659999999996
2389.4637800588494 -2.94375 -2.9270830000000005
12204.269885787815 -2.925 -2.925
11068.688987939508 -2.9312500000000004 -2.972916
434.5229662222642 -4.64375 -3.720833
1226.2347577678424 -3.027083 -2.945833
6419.368804595906 -3.004166 -2.9375000000000004
2127.5572658282963 -6.000001 -4.749999999999999
2797.318552130018 -3.9333329999999997 -3.552083
7580.778399027911 -2.933333 -2.925
9323.81883054925 -2.9291659999999995 -2.920833
5660.345634697471 -2.939583 -2.939583
2521.333523998451 -4.818751 -4.571875
1913.3394733344298 -3.358333 -3.4541669999999995
684.9619471637565 -4.29375 -3.4333329999999997
7592.098479447043 -2.9312500000000004 -2.925
1606.287267906722 -2.9291659999999995 -2.9499999999999997
7259.606892814523 -4.495833999999999 -3.589583
5850.685474777195 -3.020833 -2.9375000000000004
10859.454553161711 -2.939583 -2.9479159999999998
10853.6897018284 -2.96875 -2.9322909999999993
354.08102852822446 -7.677085000000001 -4.046875
374.02668871939414 -4.275 -4.05
8742.817417663347 -2.9375000000000004 -3.001041
7390.441427920946 -2.954166 -2.9270830000000005
5655.248417840514 -2.954166 -2.954166
473.1040185934467 -3.3333329999999997 -3.9625
9324.479022683634 -2.9270830000000005 -2.9416659999999992
3908.3193895112936 -2.9520830000000005 -2.9270830000000005
6244.0628047247155 -2.9354159999999996 -2.9375000000000004
4116.513784135975 -2.94375 -2.9270830000000005
1146.3514955511232 -4.4375 -3.314583
284.5718641942989 -4.5375000000000005 -3.245833
253.48976010503208 -2.9354159999999996 -2.9749999999999996
2388.110995600477 -2.925 -2.9270830000000005
9333.26698552338 -2.9375000000000004 -2.9385409999999994
11440.196480778151 -2.954166 -2.933333
4732.247044509928 -5.740626 -3.71875
7783.059950798135 -2.94375 -2.9499999999999997
5276.624744438915 -2.9270830000000005 -2.920833
8151.325200915897 -2.985416 -2.9354159999999996
5201.377768000122 -3.922917 -3.7645830000000005
11244.693227855054 -2.954166 -2.9291659999999995
7378.37021080405 -2.977083 -2.9666659999999996
6433.5574461565975 -2.9520830000000005 -2.9562500000000003
9906.392930010497 -2.9625 -2.9416659999999992
9710.005764947795 -2.997916 -2.939583
1091.1484554524209 -4.451042 -3.5187500000000003
3384.7097755229865 -5.270834 -4.4437500000000005
502.9519219289779 -3.8864579999999997 -4.833334
7022.142735966045 -2.920833 -2.91875
197.86137980486762 -3.3645829999999997 -3.4562500000000003
11048.929244988229 -2.9604159999999995 -2.9531249999999996
4690.013108567523 -2.945833 -2.9354159999999996
5258.750492597056 -2.9291659999999995 -2.933333
7769.796604968566 -2.9312500000000004 -2.9312500000000004
3531.357637847841 -2.9291659999999995 -2.933333
8357.920142948966 -2.9479159999999998 -3.0083330000000004
11242.60912603345 -2.9354159999999996 -2.9354159999999996
525.6441664966258 -3.70625 -3.960417
10484.637492413118 -2.94375 -2.9625
655.2715555592299 -2.9416659999999992 -2.954166
10482.595301272639 -3.0062499999999996 -3.0145830000000005
5667.301657757874 -3.023958 -2.9354159999999996
535.4718582933311 -3.8083329999999997 -4.0416669999999995
11056.239602948908 -2.9520830000000005 -2.9270830000000005
5451.454617562862 -2.9312500000000004 -2.9312500000000004
8741.220869011933 -2.939583 -2.920833
7199.430950475133 -2.9354159999999996 -2.925
9302.351083824651 -2.945833 -2.9270830000000005
1606.4538865117922 -3.0 -2.946875
4689.021658839489 -2.9875000000000003 -2.945833
9110.475439059459 -2.9291659999999995 -2.922916
7975.077239460281 -2.9270830000000005 -2.9625
9909.975115793637 -2.978125 -3.002083
6309.686632228281 -6.375001 -3.891667
3141.809988035916 -2.9354159999999996 -2.933333
2759.6219511456793 -2.9270830000000005 -2.91875
10672.80931223899 -2.933333 -2.9531249999999996
9136.441499185972 -2.9625 -2.9416659999999992
12404.160356621634 -2.958333 -2.9552080000000003
8735.616669057748 -2.954166 -2.954166
2751.8891087549387 -2.9270830000000005 -2.9270830000000005
234.15051126768535 -4.789584 -3.360416
10663.748391342464 -2.9479159999999998 -2.9416659999999992
260.0295503896865 -2.933333 -2.933333
2008.4371852783574 -2.94375 -2.94375
6810.748383235118 -2.9270830000000005 -2.9375000000000004
11826.441593304595 -2.964583 -2.964583
1213.4450873760031 -2.933333 -2.9270830000000005
1382.698401252065 -4.125 -3.3427080000000005
889.4273719460842 -7.064585 -3.38125
4673.666869548947 -2.970833 -2.9312500000000004
4866.7302598770275 -2.954166 -2.9291659999999995
1073.383829503546 -3.539583 -3.2562499999999996
4299.419753678231 -2.925 -2.9416659999999992
4509.04198786256 -4.154167000000001 -3.320833
9512.692910988033 -2.9375000000000004 -2.9604159999999995
3927.457369280399 -5.0562510000000005 -4.858333999999999
650.8958146209883 -4.01875 -4.158334
11243.435831739573 -3.030208 -2.996875
2950.7587265046614 -2.977083 -2.945833
3778.8902777100443 -4.988542000000001 -3.7645830000000005
10285.727027435962 -2.9270830000000005 -2.94375
2769.923774659089 -3.0333330000000003 -2.9270830000000005
6046.78398043033 -2.9354159999999996 -2.9270830000000005
1994.9891598881252 -3.020833 -2.9604159999999995
10649.812537122923 -4.04375 -3.6645830000000004
7971.421610162082 -2.9354159999999996 -2.9499999999999997
10303.981948288989 -3.058333 -2.9604159999999995
12218.181512658992 -2.997916 -2.961458
504.9356189922006 -5.544793 -4.555209
6045.099611961291 -2.9416659999999992 -2.9291659999999995
12213.700738002226 -2.976041 -2.939583
1140.6807061520885 -3.516667 -3.9354169999999997
2370.2176233652913 -2.9520830000000005 -2.94375
405.30699793843837 -3.6625 -3.472917
10276.800717116186 -2.945833 -2.925
11636.318230368186 -2.9416659999999992 -2.945833
1610.3662404327733 -2.9416659999999992 -2.9125
5072.156230789984 -2.9083330000000003 -2.9291659999999995
5829.668600862528 -2.96875 -2.9312500000000004
9308.292855207972 -2.9270830000000005 -2.945833
11642.311719216086 -2.933333 -2.9520830000000005
11640.77390567182 -2.933333 -2.9479159999999998
10285.701796455058 -2.9291659999999995 -2.928125
3917.7079477466523 -2.9499999999999997 -2.9270830000000005
3146.9634477997165 -3.0145830000000005 -2.933333
5653.654114202693 -2.9270830000000005 -2.94375
2804.747341863232 -4.1312500000000005 -3.675
8369.707620068055 -2.9291659999999995 -2.9916659999999995
11636.238439198178 -2.985416 -2.96875
603.2000476385887 -3.7937500000000006 -3.5541669999999996
10665.427044413587 -2.9499999999999997 -2.9354159999999996
6248.9360451079865 -2.9625 -2.933333
9705.665249666643 -2.9520830000000005 -2.9312500000000004
1394.60536414687 -3.0177080000000003 -2.997916
5640.164791895041 -2.945833 -2.9270830000000005
1593.5092254061008 -2.9520830000000005 -2.9270830000000005
8347.509247810429 -2.9666659999999996 -2.9291659999999995
2958.838940279739 -2.9416659999999992 -2.954166
6810.928643069794 -3.05 -2.958333
2200.333299609356 -4.104167 -3.516667
820.6119797271033 -5.746875999999999 -5.183333999999999
3904.044154774494 -2.964583 -2.9270830000000005
5085.34142054665 -3.023958 -2.9562500000000003
10484.887545791575 -2.939583 -2.928125
820.0844171380414 -3.5062500000000005 -5.032292
8552.853198152698 -2.9833330000000005 -2.994791
456.26223504409205 -2.9270830000000005 -2.9291659999999995
7387.995204168126 -2.958333 -2.925
3136.8933589359854 -2.9375000000000004 -2.9749999999999996
3918.455884428192 -2.9416659999999992 -2.9354159999999996
11629.627054794832 -2.985416 -3.003125
11441.556909182082 -2.9604159999999995 -2.9520830000000005
1447.875380398772 -4.421875000000001 -4.676042
4483.018396290648 -3.025 -2.9666659999999996
11640.015535131857 -2.9312500000000004 -2.9354159999999996
9710.897927754346 -2.945833 -2.9875000000000003
3158.475142460068 -2.9864580000000003 -2.954166
5281.699199213302 -2.920833 -2.933333
10086.576500309415 -2.954166 -3.0197909999999997
11442.948317179442 -2.9291659999999995 -2.9270830000000005
8562.534956094205 -2.990625 -3.004166
4470.004808747438 -4.789584 -3.642708
10086.01742516581 -2.9749999999999996 -2.9312500000000004
8166.015560300041 -2.933333 -2.9291659999999995
10278.12230866271 -2.9416659999999992 -3.0291659999999996
7764.796308574862 -2.933333 -2.970833
5406.273068468026 -3.4416670000000003 -4.045833
11448.323477291642 -2.9270830000000005 -2.9270830000000005
3925.7079555524624 -2.970833 -2.9520830000000005
1223.6862900101307 -2.9875000000000003 -2.9416659999999992
7586.537552694797 -2.9270830000000005 -2.954166
1234.5669848884004 -2.9375000000000004 -2.945833
558.1152378554089 -3.6625 -3.6625
2773.3573496496474 -2.9291659999999995 -2.9270830000000005
8171.223983084928 -3.044790999999999 -2.99375
6229.521146059313 -2.933333 -2.925
4491.615954829453 -2.9312500000000004 -2.9416659999999992
360.93142524707275 -6.403126 -3.435417
2577.962940389655 -2.9270830000000005 -2.922916
1405.7653617342578 -3.002083 -2.9375000000000004
3330.924384635795 -2.9270830000000005 -2.9562500000000003
6427.409507926973 -2.9479159999999998 -2.9312500000000004
3930.047539997947 -2.9520830000000005 -2.9270830000000005
10658.213053900978 -2.958333 -2.984375
7586.297200335844 -2.9375000000000004 -2.9291659999999995
8935.640332958064 -2.9270830000000005 -2.9604159999999995
10100.760173283525 -2.9479159999999998 -2.9375000000000004
848.8832288961379 -2.9270830000000005 -2.964583
3852.4872089165165 -6.263543 -3.3645829999999997
5271.593327554896 -2.99375 -3.0145830000000005
5471.158014435784 -2.9270830000000005 -2.94375
6424.687976009514 -2.925 -2.9270830000000005
650.774700668671 -2.9270830000000005 -2.9499999999999997
1161.4363257821149 -3.75625 -3.2958330000000005
3157.5000346583934 -2.922916 -2.895833
6409.61905423263 -2.9562500000000003 -2.9479159999999998
3532.8218713588085 -2.925 -2.9270830000000005
10682.909104089787 -2.985416 -2.9270830000000005
2559.5025495986492 -2.994791 -2.945833
1417.6675916047739 -2.9312500000000004 -2.94375
769.4267116396073 -3.591667 -3.71875
9317.104827600631 -2.9291659999999995 -2.9312500000000004
7198.94366545403 -2.925 -2.925
5859.026895899828 -2.91875 -2.9291659999999995
6843.050099692495 -4.070833 -3.927083
5564.01506980857 -3.9645829999999997 -4.197917
11254.249682517217 -2.9375000000000004 -2.9291659999999995
7192.957165978889 -2.9499999999999997 -2.94375
2573.5258230117574 -2.9270830000000005 -2.933333
12207.773367713755 -2.89375 -2.9270830000000005
4703.989946063509 -2.9270830000000005 -2.9270830000000005
256.4932844976077 -2.9291659999999995 -2.9291659999999995
8737.559925100313 -2.9270830000000005 -2.9291659999999995
5656.863063874699 -2.9479159999999998 -2.925
5461.24324832205 -2.9270830000000005 -2.9270830000000005
9341.451507301814 -2.9270830000000005 -2.9312500000000004
2957.3094332422997 -2.954166 -2.939583
1227.2462770323048 -2.9270830000000005 -2.9354159999999996
2756.5279297199927 -5.975001 -3.639583
3415.0772838955354 -7.218751999999999 -4.277083999999999
4702.2036476061985 -3.829167 -3.3166659999999997
6612.764176576939 -2.9312500000000004 -2.933333
1524.753160829743 -3.648958 -3.6854169999999997
7383.011736339188 -2.9291659999999995 -2.916666
542.7110572423957 -4.107292 -3.839583
446.42316382045016 -2.9833330000000005 -2.9499999999999997
11431.739867431615 -2.9270830000000005 -2.9083330000000003
9106.045530731559 -2.939583 -2.9270830000000005
1809.0607482993294 -2.9354159999999996 -2.9833330000000005
6811.4582610588395 -2.9499999999999997 -2.9520830000000005
640.8944023768817 -2.9375000000000004 -2.922916
8153.915399844795 -3.0916659999999996 -2.9291659999999995
6814.258690213581 -2.9312500000000004 -2.9354159999999996
5070.31815417169 -2.9270830000000005 -2.928125
11631.39362418014 -2.9083330000000003 -2.916666
184.94154076946452 -3.716667 -3.488542
7791.293184764941 -2.939583 -2.971875
12399.431225857414 -2.954166 -3.0083330000000004
9710.607185381221 -2.9833330000000005 -3.0177080000000003
8732.014884000542 -2.9479159999999998 -2.925
4702.290162403567 -2.9625 -2.9375000000000004
3451.8223695926163 -4.7604169999999995 -3.9083329999999994
9325.703094038028 -2.958333 -2.945833
256.72173753697956 -2.9385409999999994 -2.925
4138.335135546808 -3.3645829999999997 -4.358334
3525.8167639942717 -2.989583 -2.9270830000000005
6418.799109805795 -2.99375 -2.928125
9519.921469363797 -2.9416659999999992 -2.925
7195.840635583457 -2.9499999999999997 -2.94375
6630.6117781148705 -2.9354159999999996 -2.9656249999999997
8354.904432156316 -2.9416659999999992 -2.933333
3359.1295369436475 -2.9875000000000003 -2.928125
11237.519022667526 -2.9531249999999996 -2.9270830000000005
6234.605339662574 -2.9479159999999998 -2.925
909.054429548011 -4.441667 -4.7104170000000005
645.1206728146864 -2.925 -2.9375000000000004
12003.023542541194 -2.945833 -2.970833
2178.945944575693 -2.933333 -2.9375000000000004
587.7840881955433 -3.8937500000000007 -4.952084
10019.537432182971 -3.4375 -3.422917
259.62811167896785 -2.933333 -2.945833
3530.260336609476 -2.9791659999999998 -2.989583
394.8578712598633 -4.3208340000000005 -3.3291659999999994
7402.624519717547 -2.9270830000000005 -2.9479159999999998
1616.4199406094779 -2.9270830000000005 -2.9270830000000005
9884.403648674717 -2.954166 -2.9812499999999997
3739.7052513480294 -2.9312500000000004 -2.9291659999999995
627.0570993060949 -5.075001 -3.5875000000000004
5221.081404268926 -3.616667 -5.7291680000000005
2369.6839655653275 -2.9916659999999995 -2.9375000000000004
10086.652707848276 -3.072916 -2.9499999999999997
9506.843588267137 -2.9625 -2.9312500000000004
1584.5370359208237 -4.183334 -3.49375
3767.9756530930104 -4.783333999999999 -4.3041670000000005
6242.241361046946 -2.9312500000000004 -2.9312500000000004
1562.7014293357622 -4.785417 -4.2625
7396.261705696302 -2.9291659999999995 -2.925
12012.223208892397 -2.9562500000000003 -2.9749999999999996
9307.311042051533 -2.9499999999999997 -2.94375
6415.834842480178 -2.9520830000000005 -2.9562500000000003
4110.13629834043 -2.9312500000000004 -2.9291659999999995
11436.19080089794 -2.945833 -2.925
5079.816486787981 -2.9270830000000005 -2.933333
11431.526581023254 -2.961458 -2.9749999999999996
833.6127878882758 -2.934375 -2.9291659999999995
844.6566216688382 -2.933333 -2.939583
7206.342014485799 -2.9291659999999995 -2.9270830000000005
7971.545448983419 -2.9291659999999995 -2.9270830000000005
1279.9312865550403 -4.2125 -4.49375
11637.326823509135 -2.996875 -3.0093750000000004
1213.4796164374086 -2.9875000000000003 -2.945833
4688.622932466683 -2.9666659999999996 -2.9312500000000004
12406.102643414468 -2.969791 -2.922916
7584.498164440212 -2.9270830000000005 -2.945833
4106.244080293901 -2.91875 -2.945833
8946.81078800129 -2.9291659999999995 -3.0062499999999996
1611.723118880785 -2.945833 -2.977083
1417.0637944652508 -2.939583 -2.9291659999999995
1517.4389020023232 -3.5645830000000003 -3.539583
443.3292654488439 -2.9270830000000005 -2.9260409999999997
11849.472824473625 -2.94375 -2.930208
3915.4502557752658 -2.91875 -2.9270830000000005
6690.245356791746 -5.400001 -5.410417
2561.837595274498 -2.9291659999999995 -2.9479159999999998
3523.308203157642 -2.9416659999999992 -2.9270830000000005
1018.2945034440614 -2.972916 -2.9270830000000005
9322.5781814505 -2.904166 -2.9270830000000005
1487.2735791113803 -3.545833 -3.5208329999999997
7954.185202917938 -2.971875 -2.945833
8355.259005185095 -2.9354159999999996 -2.9312500000000004
826.3878274580325 -2.933333 -2.9354159999999996
5720.54503243725 -3.940625 -3.533333
3002.7757228539713 -4.530209 -4.035417
1791.142600904793 -2.9354159999999996 -2.9562500000000003
841.9963946070862 -2.9270830000000005 -2.9416659999999992
10097.981104771363 -2.933333 -2.971875
2993.557841219205 -3.71875 -3.80625
7772.354538875697 -2.958333 -2.9416659999999992
4516.9801496080845 -3.527083 -4.216667
2950.4940000263896 -2.9270830000000005 -2.9270830000000005
10192.058202899796 -3.708333 -3.6125000000000003
7195.47733702923 -3.007291 -2.9499999999999997
6814.017726190969 -2.958333 -2.9291659999999995
1406.6187837453647 -2.9562500000000003 -2.9416659999999992
1798.1642177220572 -2.9291659999999995 -2.9270830000000005
7568.555433538402 -2.9739579999999997 -2.933333
12399.745250008891 -2.9749999999999996 -2.9291659999999995
4111.844848832191 -2.9291659999999995 -2.9270830000000005
2753.4431310699 -2.989583 -2.946875
3139.253873541437 -2.9489579999999997 -2.920833
12026.671708573862 -2.9791659999999998 -2.922916
264.6953422496546 -2.91875 -2.922916
647.7754559218038 -3.015625 -2.9791659999999998
1045.120980773402 -2.9375000000000004 -2.925
11840.654767297758 -2.933333 -2.939583
5663.25139029379 -2.9666659999999996 -2.9270830000000005
11059.048166360191 -2.9791659999999998 -2.976041
11245.510514260919 -2.964583 -2.970833
7781.055854890089 -2.945833 -2.9812499999999997
12417.613024597973 -2.933333 -2.9270830000000005
