DATI MISURA

Inizio misura: 25/10/2021 16:25:46
Tempo di acquisizione (sec): 250867.4
Eventi acquisiti: 21398

TDC QDC1 QDC2
1.0616816747546836e-05 -2.858333e-09 -2.853125e-09
9.918845082078091e-06 -2.7468749999999996e-09 -2.675e-09
5.562769470800307e-06 -2.86875e-09 -2.833333e-09
5.563774963463203e-06 -2.8416659999999997e-09 -2.845833e-09
4.866792520108151e-06 -2.759375e-09 -2.770833e-09
1.4443023143773897e-07 -4.122917000000001e-09 -3.288541e-09
9.744085646960493e-06 -2.594791e-09 -2.6343740000000003e-09
5.510224583617024e-06 -3.5062500000000004e-09 -4.260417e-09
1.0789820555100114e-05 -2.7572909999999996e-09 -2.7760409999999998e-09
4.517853411079081e-06 -2.5927080000000004e-09 -2.7322909999999994e-09
8.700044063709251e-06 -2.7989580000000002e-09 -2.789583e-09
6.2612788251436825e-06 -2.686458e-09 -2.6114579999999998e-09
8.700096870136078e-06 -2.6593740000000005e-09 -2.710416e-09
1.3844932993987086e-06 -2.675e-09 -2.7625e-09
7.65335954248449e-06 -2.76875e-09 -2.7e-09
6.4351689221863425e-06 -2.6499990000000002e-09 -2.8104159999999994e-09
1.904971101111183e-06 -2.8229159999999996e-09 -2.8354159999999997e-09
9.222394749152509e-06 -2.705208e-09 -2.607291e-09
5.213250782564881e-06 -2.4979160000000004e-09 -2.6541659999999993e-09
1.1138531377644025e-05 -2.653124e-09 -2.5437489999999997e-09
1.4983550925527426e-06 -4.315625e-09 -3.192708e-09
2.568973066886768e-06 -4.609375e-09 -4.7479170000000006e-09
5.214461011105287e-06 -2.710416e-09 -2.705208e-09
1.5563530774890018e-06 -2.7468749999999996e-09 -2.8416659999999997e-09
1.0962976201963931e-05 -2.6395830000000002e-09 -2.710416e-09
1.0265831597933962e-05 -2.477083e-09 -2.685416e-09
6.826201075621344e-07 -2.6697909999999996e-09 -2.780208e-09
9.047602307484696e-06 -2.790625e-09 -2.8125e-09
6.260036507784786e-06 -2.542708e-09 -2.624999e-09
5.107843786678195e-07 -2.6499990000000002e-09 -2.739583e-09
5.738570837805236e-06 -2.702083e-09 -2.7125e-09
6.9577537416227305e-06 -2.736458e-09 -2.6562490000000007e-09
1.0092959571001247e-05 -2.716666e-09 -2.683333e-09
8.002870371120146e-06 -2.7552080000000002e-09 -2.5937489999999997e-09
7.827450824911426e-06 -2.438541e-09 -2.479166e-09
5.737584432098143e-06 -2.6406240000000004e-09 -2.703125e-09
3.124770872826246e-06 -2.6937499999999997e-09 -2.708333e-09
5.912422611578714e-06 -2.677083e-09 -2.7645829999999997e-09
1.5555237182582934e-06 -2.6458330000000003e-09 -2.5729160000000002e-09
7.059423845981788e-06 -3.2791659999999995e-09 -3.1645830000000004e-09
6.607956027139948e-06 -2.6416659999999996e-09 -2.566666e-09
5.108778622305528e-07 -2.632291e-09 -2.632291e-09
1.3616248994431947e-07 -3.886458e-09 -3.3645829999999997e-09
