DATI MISURA

Inizio misura: 24/11/2023 17:04:22
Tempo di acquisizione (sec): 250442.4
Eventi acquisiti: 25516

TDC QDC1 QDC2
5.21287613616319e-06  
5.624160879906769e-06 -3.992501e-09 -2.165417e-09
7.949667898131183e-06 -5.154162e-10 -4.227078e-10
6.242695086792768e-06 -7.727079e-10 -7.622913e-10
1.6301113216498813e-06 -8.279163e-10 -7.810413e-10
3.85137453386477e-06 -4.560411e-10 -5.477078e-10
6.072536721320077e-06 -7.872913e-10 -6.602079e-10
3.000026564895414e-06 -7.206246e-10 -6.924996e-10
3.0565367352113447e-06 -3.206042e-09 -2.3310419999999997e-09
8.632690906262247e-06 -4.529161e-10 -5.174995e-10
9.315491636941532e-06 -4.570828e-10 -4.372911e-10
3.0896898993586707e-06 -4.583126e-09 -2.489375e-09
6.9255236296911315e-06 -4.185411e-10 -4.331245e-10
2.655763896040642e-07 -4.737495e-10 -4.883328e-10
5.5559437045274065e-06 -6.456246e-10 -6.914579e-10
8.973014354344468e-06 -4.112494e-10 -4.081244e-10
4.021203157240317e-06 -6.112495e-10 -5.195828e-10
2.629140172289945e-06 -2.46125e-09 -2.921667e-09
3.852378913389382e-06 -7.122913e-10 -6.352079e-10
3.9854647477332065e-06 -4.170626e-09 -3.1810420000000002e-09
5.557075267444817e-06 -5.716662e-10 -4.539578e-10
2.139706611288725e-06 -4.268744e-10 -4.904161e-10
3.8124342551915167e-06 -5.566459999999999e-09 -2.514375e-09
5.046684914068051e-06 -6.591662e-10 -6.195829e-10
6.241459481810339e-06 -6.091662e-10 -6.247912e-10
2.656701802489929e-06 -5.185412e-10 -5.529162e-10
6.070331928726816e-06 -7.352079e-10 -7.008329e-10
2.1413239068965685e-06 -7.716663e-10 -7.633329e-10
4.002312584356889e-06 -3.3852090000000002e-09 -3.3727090000000005e-09
3.3369552424428077e-06 -6.893746e-10 -6.258329e-10
2.1422580861503337e-07 -2.958126e-09 -2.485209e-09
1.4595819362916301e-06 -5.299995e-10 -6.185412e-10
4.876172442045492e-06 -4.154161e-10 -4.227078e-10
3.851746624021706e-06 -5.216662e-10 -5.216662e-10
1.117294640020001e-06 -6.841662e-10 -6.518746e-10
1.1667316076914016e-06 -5.95396e-09 -3.8268759999999995e-09
7.776157381491382e-06 -5.008328e-10 -4.654161e-10
9.358895240776557e-07 -4.3935429999999994e-09 -3.896668e-09
1.0510682677538044e-05 -7.685413e-10 -7.862496e-10
1.1022627406206438e-05 -4.862495e-10 -5.456245e-10
4.77499489466432e-06 -2.758126e-09 -2.356042e-09
3.6133035006575985e-06 -7.047711e-09 -2.926876e-09
1.0167759486706413e-05 -6.945829e-10 -6.602079e-10
7.77872289078028e-06 -7.174996e-10 -7.310413e-10
8.46167721629753e-06 -4.383328e-10 -4.747911e-10
5.90086174312217e-06 -5.372912e-10 -5.258328e-10
1.7123803894622848e-06 -4.295626e-09 -2.4320839999999998e-09
