DATI MISURA

Inizio misura: 22/11/2024 17:03:15
Tempo di acquisizione (sec): 509747.4
Eventi acquisiti: 51339

TDC QDC1 QDC2
2.551716466979144e-07  
1.3677988250650148e-06 -4.636109e-09 -2.684154e-09
1.4683223060266392e-06 -3.511031e-09 -2.557103e-09
4.119720124921587e-07 -3.194455e-09 -2.188552e-09
1.062700587285997e-06 -3.777207e-09 -4.0003330000000005e-09
2.68050449067963e-06 -9.941776e-09 -4.748984999999999e-09
2.524847278567005e-07 -1.229899e-09 -1.231999e-09
2.5567350142219765e-07 -9.946984e-10 -9.322232e-10
2.5585761246599606e-07 -1.195774e-09 -1.1836989999999998e-09
3.709687113097805e-06 -4.987336e-09 -2.5791529999999994e-09
2.537314462095618e-07 -9.805234e-10 -1.069774e-09
2.557835578696527e-07 -1.182649e-09 -1.1668989999999999e-09
2.677149803735109e-07 -5.2136110000000005e-09 -5.4556369999999994e-09
1.3978780262555455e-06 -3.760932e-09 -2.354453e-09
4.0220316523868576e-06 -4.299583e-09 -5.650938e-09
2.554074290901551e-07 -1.2078489999999998e-09 -1.1973489999999999e-09
2.5254303352677726e-07 -9.915484e-10 -9.994234e-10
2.547536110123423e-07 -1.0639990000000001e-09 -1.060849e-09
4.239685757862125e-06 -2.782329e-09 -1.728126e-09
2.535995870618917e-07 -1.314424e-09 -1.328074e-09
2.530249125257683e-07 -1.006248e-09 -9.532233e-10
2.5451657240094107e-07 -9.862984e-10 -9.904984e-10
2.5595879974262577e-07 -1.0503489999999999e-09 -1.052449e-09
2.5366322408663464e-07 -1.122274e-09 -1.0645239999999998e-09
3.058273290779903e-06 -2.317702e-09 -4.378334e-09
2.548109173743699e-07 -1.164799e-09 -1.155349e-09
2.532240537092364e-07 -9.584733e-10 -9.469233e-10
2.5486802950048985e-07 -1.285549e-09 -1.222549e-09
2.5519695805738673e-07 -1.2634990000000001e-09 -1.247749e-09
2.542348901399748e-07 -9.463983e-10 -9.148982e-10
2.011340277073882e-06 -5.436736999999999e-09 -2.8127790000000004e-09
2.544058171176925e-07 -1.174249e-09 -1.168999e-09
2.5541563302596594e-07 -1.032499e-09 -1.0340739999999998e-09
3.2131312150393384e-06 -4.78311e-09 -3.1041550000000002e-09
2.5556167736345595e-07 -1.014648e-09 -1.0382739999999998e-09
2.5318939759968476e-07 -1.210999e-09 -1.2141489999999999e-09
1.720946826142563e-06 -3.852282e-09 -3.892182e-09
2.54111755341441e-07 -1.1432739999999997e-09 -1.1422239999999998e-09
1.1595694567157173e-06 -4.598834e-09 -3.917382e-09
2.543886068879315e-07 -1.1180739999999999e-09 -1.1296240000000001e-09
2.549196006264314e-07 -1.268749e-09 -1.258249e-09
2.543152569391437e-07 -1.1721489999999998e-09 -1.1600739999999997e-09
2.542081118355023e-07 -1.084474e-09 -1.089724e-09
2.545229462399403e-07 -1.2713740000000002e-09 -1.231999e-09
2.5358183804895037e-07 -9.826234e-10 -9.752733e-10
