DATI MISURA

Inizio misura: 18/11/2025 16:56:19
Tempo di acquisizione (sec): 249942.4
Eventi acquisiti: 25645

TDC QDC1 QDC2
4.527550907627461e-06 -6.372912e-10 -6.102079e-10
7.040823562348759e-06 -9.768747e-10 -1.058125e-09
8.298293365789842e-06 -9.987497e-10 -9.88333e-10
7.35994400425947e-07 -6.200836e-09 -2.660209e-09
8.839039009938795e-06 -8.424996e-10 -8.487496e-10
2.692362402136807e-06 -5.321668e-09 -2.288334e-09
3.8110983087074792e-06 -1.068541e-09 -1.114375e-09
1.5765050173417555e-07 -3.467501e-09 -3.750834e-09
1.1130855391624596e-06 -6.518746e-10 -7.404163e-10
8.30005124566501e-06 -9.018747e-10 -8.38333e-10
4.4450051913609757e-07 -5.66646e-09 -2.2425e-09
4.888241120654282e-06 -9.75833e-10 -9.75833e-10
6.861643915263005e-06 -9.25833e-10 -8.32083e-10
9.91568176307972e-06 -7.633329e-10 -6.831246e-10
5.0663798997396075e-06 -9.32083e-10 -9.091663e-10
4.346994016563339e-06 -6.966662e-10 -6.893746e-10
8.707080546401756e-06 -3.427918e-09 -3.109167e-09
5.606431494158582e-06 -1.134166e-09 -1.084166e-09
6.502308350003698e-06 -6.477079e-10 -6.289579e-10
7.096882233460326e-07 -7.668545e-09 -2.763334e-09
2.315951452253478e-06 -4.649793e-09 -2.909167e-09
1.0469431207470676e-06 -5.327918e-09 -2.873751e-09
7.095413379548173e-07 -8.238336e-09 -2.846667e-09
9.19801412826673e-06 -9.174997e-10 -9.331247e-10
9.316812313904019e-07 -2.884167e-09 -3.419584e-09
1.0453558176409912e-05 -8.174996e-10 -8.44583e-10
5.006462171365748e-07 -5.548752e-09 -2.039375e-09
1.1148505333166708e-06 -7.633329e-10 -7.216663e-10
3.962063514965988e-07 -6.331245e-10 -6.435412e-10
9.37686799421677e-06 -8.049996e-10 -7.779163e-10
7.572395689012507e-06 -4.632085e-09 -6.14146e-09
4.168486206134582e-06 -6.029162e-10 -6.018745e-10
1.1174074515737918e-05 -6.372912e-10 -5.872912e-10
2.013997220457045e-06 -6.549996e-10 -6.310412e-10
6.683430914143065e-06 -1.021666e-09 -9.88333e-10
9.55659937886377e-06 -6.695829e-10 -7.122913e-10
6.323073120545647e-06 -7.727079e-10 -7.560413e-10
5.964315300515679e-06 -1.006041e-09 -1.012291e-09
3.877138341525867e-06 -4.270626e-09 -2.07375e-09
1.4499705742974274e-06 -6.448752e-09 -3.715418e-09
9.337226434913392e-07 -9.279164e-10 -9.299997e-10
2.5520902902204478e-06 -1.012291e-09 -9.799997e-10
2.3139072502321186e-06 -3.812293e-09 -1.684167e-09
3.4398433230260287e-06 -2.155e-09 -4.761251e-09
6.682415596403875e-06 -8.44583e-10 -8.112496e-10
4.525744051061698e-06 -6.352079e-10 -6.414579e-10
1.8315934057954273e-06 -9.13333e-10 -9.57083e-10
6.68456345483217e-06 -8.529163e-10 -8.779163e-10
